3 同一个世界，同一个梦想么。。。
4 连基于69都能构建起如此的浪漫，小日本太Kuso啦！这其实是一个为求解物理方程而不断拓展边界条件的简单故事，本来颠来倒去的悬疑已经够让脑袋翻江倒海，还秒秒紧贴在一起来探索，全身都要汗津津呐！能化猥琐为传奇，荡气回肠的配乐与主题曲功劳不小。
5 哇哦。。。69会腻吧。
3 重力反轉再反轉的世界觀在形式和動畫表現上足以提供不少的觀影樂趣，其餘故事和設定則過於淺薄。
5 剧本不错啊,特别是最后的结局.爱贺这么小原来是有原因的,而天空的星星竟然只是灯光.看着动画有种探险的感觉真不错啊.
3 没讲明白
4 尼玛这虚拟的世界太叼了吧!
5 设定有点厉害
3 很有意思的一种想法。不过为什么偏要扯到恋爱上？
3 这个世界的完整形态是两个天空三个大地、一个点两个圆。而逆世界那个片子是两条平行线。这么一比较，后者就奇幻向了。
4 应该有个前传。
4 请不要说不科学好么？这不是科幻是奇幻！
5 倒转之浪漫~~末世科幻+清新风格 别有一番味道。主题曲作词语言为Esperanto
3 节奏太慢，男主角太渣，情节太弱。
4 逆世界、头朝下的生活、颠倒的帕特玛。PS：原来这个早先还有TV版，可是TV版4集一共24分钟，剧场版99分钟，这也真够特别的。
4 这不是一部高智商动画，只要接受这个设定就好啦，毕竟是动画，天马行空是必须的。
5 啊啊！可以看了！！！！等了好久！
2 逆世界糟蹋了好创意，这个也没好到哪去，太无聊
4 跟好莱坞的那部电影，不知道哪个是抄袭。画面画功不错，场面很大，让我们看到了平常看不到的东西，就是好电影。但是感觉还没有交代清楚，为什么两个世界会颠倒，科幻得不能让人信服啊。
4 世界关系很有意思，虽然导演的技术不够成熟，但是也值得一看
4 我已经不认识引力两个字了。
3 3.5，结尾逆转！
2 原来是爱情电影
5 美妙的作品！！我找到了当年看《天空之城》和《风之谷》的感觉。ED神赞！
4 除非你亲身体验，否则你无法理解那种没有立足之地的恐慌感。
4 A partir d'un fond SF hors du commun, cette jolie histoire d'amour vertigineuse au ton juste et "équilibré" qui tient sur la pesanteur et l'apesanteur nous apprend à tolérer la différence et nous mettre à la place d'autrui pour mieux les comprendre.
5 其实海报已经剧透了~
4 全程晕眩(((φ(◎ロ◎;)φ)))
4 本来不想多想的，可是看到短评首页第一条那赤裸裸的两个字，还是让我的邪恶内在被激发；而后，记得朋友把自己照片向左旋转90度当作头像，他朋友说他的头像治好了他朋友的脊椎病，没想到这片子也有这样强大的功效，哈哈哈~~~要不是有三维技术辅助，我想这样的世界设定应该很难用二维动画直接画出来吧？
3 [3.5]ポルタ——————
3 不就是逆世界的动漫版么。。。。看了20分钟可以了吧。。。。
5 无比佩服日本人的想象力。。。庞大的世界观用了一种很亲切的口吻来描述是日本人讲故事一贯的做法
4 世界观太震撼了！！
4 其实剧情不太给力，给四星是因为觉得比真人版的逆世界好看，看到都在关心两人怎么搞这个问题笑死了...#颠倒的帕特玛 サカサマのパテマ#
4 介尼玛槽点太多 画面很美！但是！！！！我还是没懂啊啊啊啊啊
4 ★★★☆世界观到最终让人豁然开朗，然后提高对电影的评价。虽然体位很奇怪，但这部电影也是一个经典的少女和少年故事。
4 这个世界观的设定还是很赞的，出人意料，设置了四次反转，一部很劳人颈椎的动画。但是，为什么这么好的题材你们都要用来谈恋爱呢？？？！！！剧情为创意展开，人物形象没能建立起来。
4 为什么我记得我很久以前就看过了 虽然没有这么长。。。。。。
4 逆世界，反转再反转
5 场景设计和视角都赞爆了。超喜欢男女主相遇和一起飞到天空顶部~喜欢的画风，故事虽有瑕疵但瑕不掩瑜。
3 第4集，木有了
4 所以说是原来世界剩下的人成了地底人，那男主的世界是把星球挖穿了又看见了蓝天的世界？合着世界是个扁片的？还是说地底下有个蓝天，这个伪蓝天世界是由那个云层上的蒸汽朋克城市造的？请讲清楚啊，导演！我已经混乱了，求物理学达人解读！男女主到了天空之城竟然直接打道回府了，科学精神呢？！
5 虽然重力相反的设定也有过好莱坞，但是吉浦康裕依然做出了日本独立动画特有的中二感。男女主角干脆直接改名叫希达和巴鲁得了= = 。
5 非常不错的良心作！！
5 想到了动画短片《头朝下的生活》，有人说到《逆世界》，默默去补一下丨OL http://www.bilibili.tv/video/av1082472
4 原来这才是原作
4 三星半吧，脚本平淡，bug也没解释，演出也比较普通，后半节奏不大对？这个故事明明可以讲得更ドキドキワクワク【不管啦，这种boy meets girl就是很可爱嘛，果然我是不管几岁都爱着天空之城的人←说真的看到后半就一直在思考为什么天空之城这么好看
4 20140731比逆世界好看多了~~而且故事也很不错~~总有一种··原来如此的感觉~
4 惊奇的设定，折叠的翻转，比 逆世界 的探索更让人着迷。现在有种看什么都想要颠倒来看看的冲动。希望做梦不要做一不小心就会掉入天空的梦。
4 超越重力的恋爱，一如既往的温情风格和奇妙设定，互为异类的设定和人性的善意相结合。
4 构想很奇妙··可是世界太多了··太乱了反而···坑好多没填 ps我在想 颠倒世界的爱是不是根据这个来的啊
4 世界观屌屌的！BGM赞！
5 这世界观绝了！
1 Boooooring. 好像跟什么都搭一点边结果讲到最后什么都没有，多数时候还傻得毫不可爱。
5 我头有点晕~不过不妨碍我打五星！
3 故事有点平呐
3 设定和逆世界类似，不过还不如逆世界完善
3 到底没看明白颠倒的原理是啥，只能当个爱情片来看。
3 ★★★☆颠来倒去的我都晕了
3 我必须要说我方向感真的不好.
2 看海报和设定本以为是科幻片，然而只是个小家子气的狗血恋爱故事。反派一上来就一脸智障和中二，人物各个扁平又脸谱，可惜了优秀的作画和美术设计。
4 结尾还是有点惊艳的。
4 很棒的创意。。。。身高年龄的差距都不是问题 最最重要的是两人体重不要差太多
3 逆世界 我想看蝙蝠人看帕特马的视角 无奈孩子闹腾不让反着看
5 科幻系的动画啊！居然还有反转
5 这个idea因为有了upside down已经觉得不新鲜了，画面神马的简直无法挑剔，两个世界的冲突不明显，而且我觉得设定有的时候是反得...父辈搞基，子女恋爱...主题曲喜欢不起来
4 蝙蝠人才是真正的地底人活在1984的天空下
3 其实除了画面 剧情已经不能看了 故事满新颖的 就是发展太奇葩太快了 最后其实地底人才是没被实验波及的正常人 而爱贺人才是颠倒人的剧情 看评论才知道 这也太难懂了 老头子的话你就不能多说几句吗
5 逆世界的世界观，但是比逆世界将题材挖掘的更深入，剧情更有深度也更吸引人，女主很萌，女主以boss身体做跳板踢开boss“坠”向男主那一幕很震撼！
5 有人见过玩游戏需要X 轴Y 轴反转的人吗
3 颈椎病治疗手册
